Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Age_of_Game
6856,Sakura Wars: Atsuki Chishio Ni,16,2003,7,446,0,0,0.24,0,0.24,0.24,21
6857,Ms. Pac-Man: Maze Madness / Pac-Man World,6,2005,5,347,0.17,0.06,0,0,0.24,0.23,19
6858,NHRA Championship Drag Racing,16,2005,6,-1,0.12,0.09,0,0.03,0.24,0.24,19
6859,The Price is Right 2010 Edition,26,2009,3,525,0.22,0,0,0.02,0.24,0.24,15
6860,Monster Jam,16,2007,6,21,0.12,0.09,0,0.03,0.24,0.24,17
6861,Valhalla Knights,19,2006,7,-1,0.15,0,0.07,0.01,0.24,0.23,18
6862,Harvest Moon: Another Wonderful Life,7,2004,7,-1,0.19,0.05,0,0.01,0.24,0.25,20
6863,NBA Live 10,19,2009,10,138,0.21,0,0.01,0.02,0.24,0.24,15
6864,The Godfather (US & Others sales),28,2006,0,138,0.2,0.02,0,0.02,0.24,0.24,18
6865,Jikkyou Powerful Pro Yakyuu 15,16,2008,10,275,0,0,0.24,0,0.24,0.24,16
6866,MX vs. ATV Reflex,19,2009,6,488,0.18,0.03,0,0.03,0.24,0.24,15
6867,Bakugan: Battle Brawlers,17,2009,0,21,0.19,0.03,0,0.02,0.24,0.24,15
6868,Front Line,0,1981,0,-1,0.22,0.01,0,0,0.24,0.23,43
6869,Paperboy,10,1999,0,325,0.19,0.05,0,0,0.24,0.24,25
6870,South Park: Chef's Luv Shack,10,1999,3,-1,0.19,0.05,0,0,0.24,0.24,25
6871,Midway's Greatest Arcade Hits Volume 1,10,2000,3,325,0.19,0.05,0,0,0.24,0.24,24
6872,Road Rash 64,10,1999,6,488,0.19,0.05,0,0,0.24,0.24,25
6873,Ready 2 Rumble Boxing: Round 2,10,2000,2,325,0.19,0.05,0,0,0.24,0.24,24
6874,Army Men: Air Combat,10,2000,0,-1,0.19,0.05,0,0,0.24,0.24,24
6875,Rock Band Track Pack Volume 2,26,2008,3,-1,0.21,0.02,0,0.02,0.24,0.25,16
6876,NCAA College Basketball 2K3,16,2002,10,446,0.12,0.09,0,0.03,0.24,0.24,22
6877,Mobile Suit Gundam Battlefield Record U.C.0081,17,2009,0,347,0,0,0.24,0,0.24,0.24,15
6878,Harry Potter and the Deathly Hallows - Part 2,4,2011,0,138,0.12,0.1,0,0.02,0.24,0.24,13
6879,NCAA March Madness 2004,29,2003,10,138,0.18,0.05,0,0.01,0.24,0.24,21
6880,Lucky Luke,15,1998,4,-1,0.13,0.09,0,0.02,0.24,0.24,26
6881,Fantastic 4,7,2005,0,21,0.19,0.05,0,0.01,0.24,0.25,19
6882,Ashes Cricket 2009,26,2009,10,-1,0,0.23,0,0.01,0.24,0.24,15
6883,Ghost Rider,19,2007,0,494,0.22,0,0,0.02,0.24,0.24,17
6884,Tony Hawk's American Sk8land,6,2005,10,21,0.17,0.06,0,0,0.24,0.23,19
6885,Juiced 2: Hot Import Nights,4,2007,6,488,0.22,0,0,0.02,0.24,0.24,17
6886,Are You Smarter than a 5th Grader? Game Time,4,2009,5,488,0.22,0,0,0.02,0.24,0.24,15
6887,Amazing Adventures: The Forgotten Ruins,4,2008,1,-1,0.13,0.08,0,0.02,0.24,0.23,16
6888,Densetsu no Stafi 3,6,2004,4,359,0,0,0.23,0.01,0.24,0.24,20
6889,Forsaken,15,1998,8,-1,0.13,0.09,0,0.02,0.24,0.24,26
6890,Ratchet & Clank: Going Commando (JP weekly sales),16,2003,0,456,0,0,0.24,0,0.24,0.24,21
6891,Pictionary: Ultimate Edition,17,2011,3,488,0.15,0.06,0,0.03,0.24,0.24,13
6892,LEGO The Hobbit,2,2014,0,549,0.09,0.13,0,0.02,0.24,0.24,10
6893,Samurai Warriors 4,18,2014,0,500,0.08,0.07,0.06,0.03,0.24,0.24,10
6894,The Hobbit,29,2003,4,-1,0.18,0.05,0,0.01,0.24,0.24,21
6895,Dance Dance Revolution: Disney Channel Edition,16,2008,9,275,0.12,0.09,0,0.03,0.24,0.24,16
6896,DiRT Showdown,28,2012,6,-1,0.08,0.14,0,0.02,0.24,0.24,12
6897,Divinity II: Ego Draconis,28,2009,7,-1,0.18,0.04,0,0.02,0.24,0.24,15
6898,Checkers,0,1980,3,53,0.22,0.01,0,0,0.24,0.23,44
6899,Front Mission: Gun Hazard,23,1996,7,-1,0,0,0.24,0,0.24,0.24,28
6900,X-Men: Destiny,28,2011,0,21,0.18,0.05,0,0.02,0.24,0.25,13
6901,Hello Kitty Seasons,26,2010,1,347,0.16,0.06,0,0.02,0.24,0.24,14
6902,Chibi-Robo! Zip Lash,2,2015,4,359,0.09,0.08,0.06,0.02,0.24,0.25,9
6903,4x4 EVO 2,29,2001,6,-1,0.18,0.05,0,0.01,0.24,0.24,23
6904,XS Airboat Racing,15,2002,6,-1,0.13,0.09,0,0.02,0.24,0.24,22
6905,Lunar: Silver Star Harmony,19,2009,7,-1,0.19,0,0.03,0.02,0.24,0.24,15
6906,Sherlock Holmes and the Mystery of Osborne House,4,2010,1,-1,0.07,0.14,0,0.03,0.24,0.24,14
6907,Grand Theft Auto,6,2004,0,494,0.17,0.06,0,0,0.24,0.23,20
6908,Dora the Explorer: Super Star Adventures,6,2004,1,-1,0.17,0.06,0,0,0.24,0.23,20
6909,Viva Pinata: Party Animals,28,2007,3,-1,0.19,0.03,0,0.02,0.24,0.24,17
6910,Scrabble (Others sales),4,2009,5,525,0,0.24,0,0,0.24,0.24,15
6911,Asura's Wrath,28,2012,0,85,0.15,0.06,0.01,0.02,0.24,0.24,12
6912,Lego Star Wars: The Force Awakens,30,2016,0,549,0.12,0.1,0,0.02,0.24,0.24,8
6913,Dynasty Warriors 6 Empires,28,2009,0,500,0.16,0.02,0.04,0.02,0.24,0.24,15
6914,My Street,16,2003,3,456,0.12,0.09,0,0.03,0.24,0.24,21
6915,Wild 9,15,1998,0,-1,0.13,0.09,0,0.02,0.24,0.24,26
6916,Shadow Hearts: Covenant,16,2004,7,325,0.12,0.09,0,0.03,0.24,0.24,20
6917,Tiger Woods PGA Tour 10,19,2009,10,138,0.12,0.07,0,0.05,0.24,0.24,15
6918,Shrek's Carnival Craze Party Games,4,2008,3,21,0.22,0,0,0.02,0.24,0.24,16
6919,Angry Birds,13,2011,5,-1,0,0.18,0,0.05,0.24,0.23,13
6920,Risen 2: Dark Waters,17,2012,7,-1,0.04,0.14,0.01,0.05,0.24,0.24,12
6921,Danganronpa: Trigger Happy Havoc,19,2007,3,530,0,0,0.24,0,0.24,0.24,17
6922,Guitar Hero Live,28,2015,3,21,0.12,0.1,0,0.02,0.24,0.24,9
6923,Game & Wario,27,2013,3,359,0.06,0.06,0.11,0.01,0.24,0.24,11
6924,PGA Tour 96,15,1995,10,138,0.13,0.09,0,0.02,0.24,0.24,29
6925,Onechanbara Z2: Chaos,18,2014,0,-1,0.13,0.02,0.04,0.04,0.24,0.23,10
6926,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,28,2009,7,-1,0.16,0.06,0,0.02,0.24,0.24,15
6927,Covert Ops: Nuclear Dawn,15,2000,0,456,0.13,0.09,0,0.02,0.24,0.24,24
6928,DanceDanceRevolution II,26,2007,3,275,0.22,0,0,0.02,0.24,0.24,17
6929,Pictionary: Ultimate Edition,28,2011,3,488,0.16,0.05,0,0.02,0.24,0.23,13
6930,LEGO Harry Potter: Years 5-7,20,2012,0,549,0.09,0.1,0,0.05,0.24,0.24,12
6931,TrackMania: Build to Race,26,2010,6,-1,0.1,0.11,0,0.03,0.24,0.24,14
6932,Nintendo Presents: Crossword Collection,4,2009,5,359,0,0.21,0,0.02,0.24,0.23,15
6933,Galaga: Destination Earth,15,2000,8,-1,0.13,0.09,0,0.02,0.24,0.24,24
6934,G.I. Joe: The Rise of Cobra,28,2009,0,138,0.17,0.05,0,0.02,0.24,0.24,15
6935,Ar tonelico Qoga: Knell of Ar Ciel,17,2010,7,500,0.08,0.01,0.13,0.01,0.24,0.23,14
6936,FIFA World Cup Germany 2006,29,2006,10,138,0.18,0.05,0,0.01,0.24,0.24,18
6937,Polly Pocket: Super Splash Island,6,2003,0,-1,0.17,0.06,0,0,0.24,0.23,21
6938,God Eater 2,19,2013,7,347,0,0,0.24,0,0.24,0.24,11
6939,Tony Hawk's Downhill Jam,26,2007,10,21,0.21,0,0,0.02,0.24,0.23,17
6940,Sesame Street: Elmo's Number Journey,15,1998,3,-1,0.13,0.09,0,0.02,0.24,0.24,26
6941,Rampage,0,1988,0,21,0.22,0.01,0,0,0.24,0.23,36
6942,Dark Cavern,0,1981,8,-1,0.22,0.01,0,0,0.24,0.23,43
6943,Jewels of the Tropical Lost Island,4,2010,5,-1,0.11,0.1,0,0.02,0.24,0.23,14
6944,Afro Samurai,28,2009,0,53,0.16,0.05,0,0.02,0.24,0.23,15
6945,The Bureau: XCOM Declassified,28,2013,8,494,0.1,0.12,0,0.02,0.24,0.24,11
6946,Sands of Destruction,4,2008,7,446,0.09,0,0.13,0.01,0.24,0.23,16
6947,NASCAR 2011: The Game,26,2011,6,21,0.22,0,0,0.01,0.24,0.23,13
6948,Silent Hill: Book of Memories,20,2012,0,275,0.13,0.06,0,0.04,0.24,0.23,12
6949,Lunar Knights,4,2006,7,275,0.17,0.01,0.04,0.02,0.24,0.24,18
6950,The Walking Dead: Season Two,18,2014,1,-1,0.1,0.09,0.01,0.04,0.24,0.24,10
6951,Epic Mickey 2: The Power of Two,27,2012,0,126,0.14,0.07,0.01,0.02,0.24,0.24,12
6952,DC Universe Online,13,2011,7,-1,0.16,0.06,0,0.02,0.24,0.24,13
6953,NASCAR 08,16,2007,6,138,0.12,0.09,0,0.03,0.24,0.24,17
6954,Madagascar: Escape 2 Africa,17,2008,0,21,0.12,0.08,0,0.04,0.23,0.24,16
6955,New Carnival Games,4,2010,3,494,0.16,0.05,0,0.02,0.23,0.23,14
6956,Need For Speed: Undercover,4,2008,6,138,0.18,0.03,0,0.02,0.23,0.23,16
6957,LEGO Marvel's Avengers,27,2016,0,549,0.12,0.09,0,0.02,0.23,0.23,8
6958,Naruto: Path of the Ninja 2,4,2006,7,-1,0.22,0,0,0.02,0.23,0.24,18
6959,Wallace & Gromit in Project Zoo,16,2003,4,-1,0.11,0.09,0,0.03,0.23,0.23,21
6960,Karaoke Revolution Volume 2,16,2004,3,275,0.11,0.09,0,0.03,0.23,0.23,20
6961,Wizards of Waverly Place: Spellbound,4,2010,3,126,0.16,0.06,0,0.02,0.23,0.24,14
6962,Love Plus +,4,2010,9,275,0,0,0.23,0,0.23,0.23,14
6963,Etrian Mystery Dungeon,2,2015,7,-1,0.09,0.01,0.12,0.01,0.23,0.23,9
6964,Mobile Suit Gundam: Climax U.C.,16,2006,0,347,0,0,0.23,0,0.23,0.23,18
6965,Street Fighter EX2 Plus,15,1998,2,-1,0.13,0.09,0,0.02,0.23,0.24,26
6966,The Smurfs 2,4,2013,4,525,0,0.21,0,0.02,0.23,0.23,11
6967,Big Family Games,26,2009,3,488,0,0.22,0,0.02,0.23,0.24,15
6968,Big Beach Sports 2,26,2007,10,488,0.09,0.12,0,0.03,0.23,0.24,17
6969,Hot Wheels: Beat That!,4,2007,6,21,0.22,0,0,0.02,0.23,0.24,17
6970,Jet X20,16,2007,6,530,0.11,0.09,0,0.03,0.23,0.23,17
6971,Super Robot Taisen D,6,2003,11,-1,0,0,0.23,0.01,0.23,0.24,21
6972,NASCAR Thunder 2004,29,2003,6,138,0.18,0.05,0,0.01,0.23,0.24,21
6973,Buffy the Vampire Slayer,29,2002,0,138,0.18,0.05,0,0.01,0.23,0.24,22
6974,LEGO Marvel's Avengers,20,2016,0,549,0.07,0.11,0,0.05,0.23,0.23,8
6975,Star Wars: The Force Unleashed II,4,2010,0,-1,0.18,0.04,0,0.02,0.23,0.24,14
6976,Harry Potter and the Goblet of Fire,29,2005,0,138,0.18,0.05,0,0.01,0.23,0.24,19
6977,Zumba Fitness: World Party,30,2013,3,-1,0.17,0.05,0,0.02,0.23,0.24,11
6978,Saint Seiya: Sanctuary Battle,17,2011,0,347,0,0.09,0.11,0.03,0.23,0.23,13
6979,Girls Mode 3: Kirakira Code,2,2015,0,359,0,0,0.23,0,0.23,0.23,9
6980,Meteos,4,2005,5,359,0.15,0.01,0.06,0.01,0.23,0.23,19
6981,Virtua Tennis 4,28,2011,10,446,0.11,0.1,0.01,0.02,0.23,0.24,13
6982,Kung Fu Panda 2,4,2011,0,488,0.16,0.05,0,0.02,0.23,0.23,13
6983,Cross Edge,17,2008,7,-1,0.14,0.02,0.05,0.02,0.23,0.23,16
6984,Hotel for Dogs,4,2008,9,6,0.22,0,0,0.02,0.23,0.24,16
6985,Cabela's Big Game Hunter 2012,17,2011,10,21,0.17,0.03,0,0.03,0.23,0.23,13
6986,Pro Yakyuu Team o Tsukurou!,3,1999,10,446,0,0,0.23,0,0.23,0.23,25
6987,Me & My Katamari,19,2005,5,347,0.13,0.02,0.08,0,0.23,0.23,19
6988,Asphalt: Injection,20,2011,0,525,0.14,0.06,0,0.04,0.23,0.24,13
6989,Total War: Attila,13,2015,11,446,0.09,0.13,0,0.02,0.23,0.24,9
6990,SSX On Tour,19,2005,10,138,0.19,0.02,0,0.02,0.23,0.23,19
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,28,2010,10,446,0.08,0.13,0,0.03,0.23,0.24,14
6992,World Series Baseball,29,2002,10,446,0.17,0.05,0,0.01,0.23,0.23,22
6993,SingStar Pop Edition,17,2009,3,456,0,0.19,0,0.05,0.23,0.24,15
6994,Test Drive: Eve of Destruction,16,2004,6,53,0.11,0.09,0,0.03,0.23,0.23,20
6995,Starsky & Hutch,29,2003,6,-1,0.17,0.05,0,0.01,0.23,0.23,21
6996,Dynasty Warriors: Gundam Reborn,17,2013,0,500,0,0,0.23,0,0.23,0.23,11
6997,Hatsune Miku: Project Diva f,20,2012,3,446,0,0,0.23,0,0.23,0.23,12
6998,The Club,17,2008,8,446,0.14,0.07,0,0.03,0.23,0.24,16
6999,Carnival Island,17,2011,3,456,0.13,0.06,0,0.04,0.23,0.23,13
7000,Jeremy McGrath Supercross World,16,2001,6,-1,0.11,0.09,0,0.03,0.23,0.23,23
7001,M&M's Kart Racing,26,2007,6,-1,0.22,0,0,0.02,0.23,0.24,17
7002,Rock Band Track Pack: Classic Rock,26,2009,3,-1,0.22,0,0,0.02,0.23,0.24,15
7003,The Scorpion King: Rise of the Akkadian,16,2002,0,-1,0.11,0.09,0,0.03,0.23,0.23,22
7004,Let's Make a Soccer Team!,16,2006,10,446,0,0,0.23,0,0.23,0.23,18
7005,Looney Tunes: Acme Arsenal,26,2007,0,549,0.21,0.01,0,0.02,0.23,0.24,17
7006,Monster Hunter G,16,2005,7,85,0,0,0.23,0,0.23,0.23,19
7007,All-Star Baseball 2001,10,2000,10,-1,0.22,0.01,0,0,0.23,0.23,24
7008,Pinball Hall of Fame: The Gottlieb Collection,19,2005,3,-1,0.2,0.01,0,0.02,0.23,0.23,19
7009,Sword Art Online: Lost Song,18,2015,7,347,0.09,0.1,0,0.04,0.23,0.23,9
7010,Star Wars Jedi Knight II: Jedi Outcast,7,2002,8,21,0.18,0.05,0,0.01,0.23,0.24,22
7011,Tom Clancy's Splinter Cell,7,2003,0,525,0.18,0.05,0,0.01,0.23,0.24,21
7012,Pitfall: The Big Adventure,26,2008,1,21,0.2,0.02,0,0.02,0.23,0.24,16
7013,Rock Band Country Track Pack,28,2009,3,-1,0.22,0,0,0.02,0.23,0.24,15
7014,Worms: Battle Islands,26,2010,11,488,0.11,0.1,0,0.02,0.23,0.23,14
7015,ESPN NHL Hockey,16,2003,10,446,0.11,0.09,0,0.03,0.23,0.23,21
7016,Harvest Moon GB,5,1997,9,-1,0,0,0.23,0,0.23,0.23,27
7017,Imagine: Detective,4,2009,9,525,0.16,0.01,0,0.06,0.23,0.23,15
7018,The Incredible Hulk: Ultimate Destruction,29,2005,0,-1,0.17,0.05,0,0.01,0.23,0.23,19
7019,Hannah Montana: The Movie,17,2009,1,126,0.14,0.06,0,0.03,0.23,0.23,15
7020,NCAA GameBreaker 2003,16,2002,10,456,0.11,0.09,0,0.03,0.23,0.23,22
7021,Skylanders: SuperChargers,30,2015,0,21,0.16,0.05,0,0.02,0.23,0.23,9
7022,Gundam Battle Assault,15,1998,2,347,0.13,0.09,0,0.02,0.23,0.24,26
7023,Virtua Fighter Kids,21,1995,2,446,0,0,0.23,0,0.23,0.23,29
7024,Lunar: Silver Star Story,21,1996,7,-1,0,0,0.23,0,0.23,0.23,28
7025,Rocket Power: Beach Bandits,7,2002,4,488,0.18,0.05,0,0.01,0.23,0.24,22
7026,Shaun White Snowboarding,4,2008,10,525,0.21,0,0,0.02,0.23,0.23,16
7027,LEGO The Hobbit,27,2014,0,549,0.1,0.11,0,0.02,0.23,0.23,10
7028,Ultimate Band,4,2008,3,126,0.19,0.02,0,0.02,0.23,0.23,16
7029,NBA 2K6,28,2005,0,494,0.21,0.01,0,0.02,0.23,0.24,19
7030,Age of Empires: The Age of Kings,4,2006,11,488,0.19,0.02,0,0.02,0.23,0.23,18
7031,What's Cooking? Jamie Oliver,4,2008,9,53,0.2,0.01,0,0.02,0.23,0.23,16
7032,Tom Clancy's Rainbow Six: Rogue Spear,15,2001,8,525,0.13,0.09,0,0.02,0.23,0.24,23
7033,NHL FaceOff 2001,15,2000,10,456,0.13,0.09,0,0.02,0.23,0.24,24
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,26,2007,10,-1,0.21,0,0,0.02,0.23,0.23,17
7035,Yu-Gi-Oh! GX: Duel Academy,6,2005,3,275,0.17,0.06,0,0,0.23,0.23,19
7036,FIFA 14,19,2013,10,138,0,0.16,0,0.07,0.23,0.23,11
7037,Tribes: Aerial Assault,16,2007,8,530,0.11,0.09,0,0.03,0.23,0.23,17
7038,Colony Wars: Vengeance,15,1998,9,-1,0.13,0.09,0,0.02,0.23,0.24,26
7039,Last Window: The Secret of Cape West,4,2010,1,359,0,0.12,0.09,0.02,0.23,0.23,14
7040,Yu-Gi-Oh! GX: Tag Force 3,19,2008,11,275,0,0.03,0.18,0.01,0.23,0.22,16
7041,Dynasty Warriors: Strikeforce,28,2009,0,500,0.13,0.06,0.02,0.02,0.23,0.23,15
7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,28,2014,2,347,0.13,0.08,0,0.02,0.23,0.23,10
7043,I Love Horses,4,2008,9,-1,0.21,0,0,0.01,0.23,0.22,16
7044,Madden NFL 06,6,2005,10,138,0.17,0.06,0,0,0.23,0.23,19
7045,Karaoke Revolution Glee 2: Road to Regionals,26,2011,3,275,0.15,0.06,0,0.02,0.23,0.23,13
7046,NASCAR 08,17,2007,6,138,0.15,0.05,0,0.03,0.23,0.23,17
7047,The King of Fighters '95 (CD),12,1994,2,-1,0,0,0.23,0,0.23,0.23,30
7048,Perfect Weapon,15,1996,0,-1,0.13,0.09,0,0.02,0.23,0.24,28
7049,Luminous Arc 2,4,2008,7,-1,0.21,0,0,0.02,0.23,0.23,16
7050,Project CARS,30,2015,6,-1,0.08,0.13,0,0.02,0.23,0.23,9
7051,Major League Baseball 2K10,16,2010,10,494,0.11,0.09,0,0.03,0.23,0.23,14
7052,Call of Duty: Black Ops 3,13,2015,8,21,0,0.22,0,0.01,0.23,0.23,9
7053,Mafia,29,2004,0,494,0.17,0.05,0,0.01,0.23,0.23,20
7054,Spider-Man: Edge of Time,17,2011,0,21,0.13,0.07,0,0.03,0.23,0.23,13
7055,Deadly Creatures,26,2009,0,488,0.08,0.12,0,0.03,0.23,0.23,15
7056,Airblade,16,2001,10,456,0.11,0.09,0,0.03,0.23,0.23,23
7057,Cabela's Outdoor Adventures (2009),17,2009,10,-1,0.21,0,0,0.02,0.23,0.23,15
7058,Mega Man & Bass,6,2002,4,85,0.16,0.06,0,0,0.23,0.22,22
7059,NBA Live 15,18,2014,10,138,0.15,0.04,0,0.04,0.23,0.23,10
7060,Neopets Puzzle Adventure,26,2008,5,85,0.19,0.02,0,0.02,0.23,0.23,16
7061,Risen 2: Dark Waters,13,2012,7,-1,0,0.19,0,0.04,0.23,0.23,12
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,20,2016,0,465,0,0,0.23,0,0.23,0.23,8
7063,Puss in Boots,28,2011,0,488,0.2,0.02,0,0.02,0.23,0.24,13
7064,Family Fest presents: Movie Games,26,2008,0,525,0.2,0.01,0,0.02,0.23,0.23,16
7065,AKB1/149: Love Election,19,2012,1,347,0,0,0.23,0,0.23,0.23,12
7066,Tony Hawk's Proving Ground,4,2007,10,21,0.21,0.01,0,0.02,0.23,0.24,17
7067,Tetris 2 (weekly jp sales),5,1992,5,359,0,0,0.23,0,0.23,0.23,32
7068,Pro Yakyuu Team o Tsukurou! 2,16,2003,10,446,0,0,0.23,0,0.23,0.23,21
7069,Musou Orochi Z,17,2009,0,500,0,0,0.23,0,0.23,0.23,15
7070,World Series of Poker 2008: Battle for the Bracelets,16,2007,3,21,0.11,0.09,0,0.03,0.23,0.23,17
7071,WWE All Stars,2,2011,2,488,0.15,0.06,0,0.02,0.23,0.23,13
7072,Naruto Shippuden: Ninja Council 4,4,2007,0,359,0.09,0,0.13,0.01,0.23,0.23,17
7073,Genji: Dawn of the Samurai,16,2005,0,456,0.11,0.09,0,0.03,0.23,0.23,19
7074,Rocket League,18,2016,10,6,0.02,0.14,0,0.07,0.23,0.23,8
7075,Wipeout 2,2,2011,3,21,0.22,0,0,0.01,0.23,0.23,13
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,19,2009,1,347,0,0,0.23,0,0.23,0.23,15
7077,Critical Depth,15,1997,0,-1,0.13,0.09,0,0.01,0.23,0.23,27
7078,Barbie as The Island Princess,6,2007,1,21,0.16,0.06,0,0,0.23,0.22,17
7079,Petz Rescue: Wildlife Vet,26,2008,9,525,0.21,0,0,0.02,0.23,0.23,16
7080,Tales of VS.,19,2009,2,347,0,0,0.23,0,0.23,0.23,15
7081,Saka-Tsuku DS: Touch and Direct,4,2008,10,446,0,0,0.23,0,0.23,0.23,16
7082,Super Swing Golf,26,2006,10,359,0.14,0.01,0.07,0.01,0.23,0.23,18
7083,The Italian Job,16,2003,6,137,0.11,0.09,0,0.03,0.23,0.23,21
7084,Mega Man Battle Network 5: Team Colonel / Protoman,6,2004,7,85,0.16,0.06,0,0,0.23,0.22,20
7085,Barbie and the Three Musketeers,26,2009,1,21,0.21,0,0,0.02,0.23,0.23,15
7086,Star Ocean,23,1996,7,-1,0,0,0.23,0,0.23,0.23,28
7087,Freedom Fighters,29,2003,8,138,0.17,0.05,0,0.01,0.23,0.23,21
7088,Naruto: Ninja Council 2 European Version,4,2005,2,-1,0,0,0.23,0,0.23,0.23,19
7089,Soldier of Fortune II: Double Helix,29,2003,8,21,0.17,0.05,0,0.01,0.23,0.23,21
7090,pro evolution soccer 2011,26,2010,10,275,0.08,0.1,0.03,0.02,0.23,0.23,14
7091,Disney Princess: Enchanted Journey,16,2007,1,126,0.11,0.09,0,0.03,0.23,0.23,17
7092,Final Fantasy XI: Treasures of Aht Urhgan,16,2006,7,465,0.06,0.05,0.1,0.02,0.23,0.23,18
7093,Alundra,15,1997,7,-1,0.13,0.09,0,0.01,0.23,0.23,27
7094,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,17,2010,10,275,0,0,0.23,0,0.23,0.23,14
7095,Bratz: Girlz Really Rock,16,2008,0,488,0.11,0.09,0,0.03,0.23,0.23,16
7096,Super R-Type,23,1991,8,359,0,0,0.23,0,0.23,0.23,33
7097,Rampage 2: Universal Tour,15,1998,0,-1,0.13,0.09,0,0.01,0.23,0.23,26
7098,Super Robot Taisen F Kanketsuhen,15,1999,11,-1,0,0,0.21,0.01,0.23,0.22,25
7099,Tiger Woods PGA Tour 2003,7,2002,10,138,0.18,0.05,0,0.01,0.23,0.24,22
7100,BlowOut,16,2003,8,-1,0.11,0.09,0,0.03,0.23,0.23,21
7101,NFL Blitz Pro,16,2003,10,325,0.11,0.09,0,0.03,0.23,0.23,21
7102,MySims Party,26,2009,9,138,0.18,0.03,0,0.02,0.23,0.23,15
7103,TRON: Evolution - Battle Grids,26,2010,6,126,0.18,0.03,0,0.02,0.23,0.23,14
7104,The Raiden Project,15,1995,8,-1,0.06,0.04,0.12,0.01,0.23,0.23,29
7105,Hooked! Real Motion Fishing,26,2007,10,6,0.21,0,0,0.02,0.23,0.23,17
7106,Pocket Fighter,15,1997,2,-1,0.06,0.04,0.12,0.01,0.23,0.23,27
7107,Bicycle Casino 2005,29,2004,3,-1,0.17,0.05,0,0.01,0.23,0.23,20
7108,Valhalla Knights 2,19,2008,7,-1,0.09,0,0.12,0.01,0.23,0.22,16
7109,.hack//G.U. Vol.2//Reminisce,16,2006,7,347,0.11,0.09,0,0.03,0.23,0.23,18
7110,Disgaea: Afternoon of Darkness,19,2006,7,500,0.15,0.01,0.04,0.02,0.23,0.22,18
7111,Ratchet & Clank: Full Frontal Assault,17,2012,1,456,0.19,0.01,0,0.02,0.23,0.22,12
7112,NCAA Football 09,19,2008,10,138,0.21,0,0,0.02,0.23,0.23,16
7113,Family Party: 30 Great Games Winter Fun,26,2010,10,-1,0.21,0,0,0.01,0.23,0.22,14
7114,NCAA GameBreaker 2004,16,2003,10,456,0.11,0.09,0,0.03,0.23,0.23,21
7115,101-in-1 Party Megamix Wii,26,2009,3,-1,0.19,0.01,0,0.02,0.23,0.22,15
7116,The Polar Express,16,2004,1,488,0.11,0.09,0,0.03,0.23,0.23,20
7117,Dinosaur King,4,2007,11,446,0.2,0,0,0.02,0.23,0.22,17
7118,Buzz! Junior: RoboJam,16,2007,3,456,0.11,0.09,0,0.03,0.23,0.23,17
7119,Child of Eden,17,2011,8,525,0.09,0.1,0,0.04,0.23,0.23,13
7120,All Star Karate,26,2010,0,488,0.14,0.07,0,0.02,0.23,0.23,14
7121,AC/DC LIVE: Rock Band Track Pack,28,2008,3,-1,0.21,0,0,0.02,0.23,0.23,16
7122,Tetris Attack,5,1996,5,359,0,0,0.23,0,0.23,0.23,28
7123,NBA ShootOut 2003,16,2002,10,456,0.11,0.09,0,0.03,0.23,0.23,22
7124,The Magic School Bus: Oceans,4,2011,1,-1,0.21,0,0,0.01,0.23,0.22,13
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,15,1998,2,-1,0,0,0.21,0.01,0.23,0.22,26
7126,Senran Kagura: Estival Versus,20,2015,0,-1,0.06,0.05,0.09,0.03,0.23,0.23,9
7127,Digimon World DS (JP sales),4,2006,7,347,0,0,0.23,0,0.23,0.23,18
7128,NHL FaceOff 2003,16,2002,10,456,0.11,0.09,0,0.03,0.23,0.23,22
7129,Jersey Devil,15,1997,4,-1,0.13,0.09,0,0.01,0.23,0.23,27
7130,Rogue Ops,16,2003,0,-1,0.11,0.09,0,0.03,0.23,0.23,21
7131,NBA Street: Showdown,19,2005,10,138,0.2,0,0,0.02,0.23,0.22,19
7132,3rd Super Robot Wars Z Jigoku Hen,17,2014,7,347,0,0,0.23,0,0.23,0.23,10
7133,Cars 2,2,2011,6,126,0.21,0,0,0.02,0.23,0.23,13
7134,Petz Monkeyz House,4,2008,9,525,0.2,0,0,0.02,0.23,0.22,16
7135,Spec Ops: The Line,13,2012,8,494,0.11,0.09,0,0.03,0.23,0.23,12
7136,Legion: The Legend of Excalibur,16,2002,0,325,0.11,0.09,0,0.03,0.22,0.23,22
7137,FaceBreaker K.O. Party,26,2008,2,138,0.2,0.01,0,0.02,0.22,0.23,16
7138,Justice League Heroes,19,2006,7,137,0.2,0.01,0,0.02,0.22,0.23,18
